dataset,parent,child,type,model,justification
LLMs4OL_OBI_SUB,realizable entity,nose to finger assessment,is_a,google/gemma-4-31b-it,"A 'nose to finger assessment' is a specific procedure or activity that can be performed (realized), making it a type of realizable entity in ontological terms."
LLMs4OL_PO_SUB,multi-tissue plant structure,pulvinus,is_a,google/gemma-4-31b-it,"A pulvinus is a specialized joint-like swelling (a specific type of multi-tissue plant structure) that allows for plant movement, meaning every pulvinus is a multi-tissue plant structure."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",primordium,is_a,google/gemma-4-31b-it,"A primordium is a rudimentary organ or tissue mass in a developing plant, making it a specific type of plant anatomical entity."
LLMs4OL_PO_SUB,shoot axis apex,terminal strobilus bud,part_of,google/gemma-4-31b-it,"A terminal strobilus bud is a specialized structure located at the tip (apex) of a shoot axis, making it a component or region of that apex rather than a type of apex."
LLMs4OL_PO_SUB,multi-tissue plant structure,plant ovary wall middle layer,part_of,google/gemma-4-31b-it,"The 'plant ovary wall middle layer' is a specific anatomical region or component of the ovary wall, whereas a 'multi-tissue plant structure' (like an organ) is a higher-level assembly that contains such layers."
LLMs4OL_PO_SUB,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",abscission zone,is_a,google/gemma-4-31b-it,"An abscission zone is a specific type of cardinal organ part (a specialized region of a plant organ that facilitates shedding), meaning every abscission zone is a kind of cardinal organ part."
LLMs4OL_PO_SUB,multi-tissue plant structure,inflorescence axis node,part_of,google/gemma-4-31b-it,"An inflorescence axis node is a specific anatomical region (a node) within a plant structure, and while it consists of multiple tissues, it is a component part of the overall multi-tissue plant architecture rather than a taxonomic subtype of it."
LLMs4OL_PO_SUB,multi-tissue plant structure,basal root,is_a,google/gemma-4-31b-it,"A basal root is a specific type of plant organ composed of multiple tissues, meaning every instance of a basal root is necessarily an instance of a multi-tissue plant structure."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",plant gamete,is_a,google/gemma-4-31b-it,"A plant gamete is a specific type of cell, and since cells are the fundamental building blocks and anatomical units of plants, every plant gamete is by definition a plant anatomical entity."
LLMs4OL_PO_SUB,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",shoot axis apex,is_a,google/gemma-4-31b-it,"The 'shoot axis apex' is a specific type of 'cardinal organ part' (a primary structural region of a plant organ), meaning every shoot axis apex is by definition a cardinal organ part."
LLMs4OL_PO_SUB,parenchyma,storage parenchyma,is_a,google/gemma-4-31b-it,"Storage parenchyma is a specialized type of parenchyma tissue characterized by its function in storing nutrients, meaning every instance of storage parenchyma is a type of parenchyma."
LLMs4OL_PO_SUB,multi-tissue plant structure,"fruit pedicel (fruit pedicel, infructescence fruit pedicel)",is_a,google/gemma-4-31b-it,"A fruit pedicel is a specific type of multi-tissue plant structure (the stalk of a fruit), meaning every fruit pedicel is necessarily a multi-tissue plant structure."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",reproductive shoot system,is_a,google/gemma-4-31b-it,"A reproductive shoot system is a specific type of anatomical entity found in plants, meaning every instance of a reproductive shoot system is necessarily a plant anatomical entity."
LLMs4OL_PO_SUB,portion of plant tissue,root primordium,is_a,google/gemma-4-31b-it,"A root primordium is a specific type of plant tissue (a group of undifferentiated cells) that forms the basis of a root, making it a subclass of portion of plant tissue."
LLMs4OL_PO_SUB,multi-tissue plant structure,central root cap of lateral root,part_of,google/gemma-4-31b-it,"The 'central root cap of lateral root' is a specific anatomical region or component of a root system, whereas a 'multi-tissue plant structure' (like an organ) is a higher-level complex entity that contains such components."
LLMs4OL_PO_SUB,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",lateral root cap of lateral root,part_of,google/gemma-4-31b-it,"The 'lateral root cap of lateral root' is a specific anatomical component (a part) of a cardinal organ (the lateral root), rather than a type of 'cardinal organ part' (which typically refers to structural zones or specialized organs like the pulvinus)."
LLMs4OL_PO_SUB,portion of plant tissue,pulvinus,part_of,google/gemma-4-31b-it,"A pulvinus is a specialized joint-like swelling (an organ part) composed of specific tissues, making it a structural component rather than a type of tissue itself."
LLMs4OL_PO_SUB,portion of plant tissue,procambium,is_a,google/gemma-4-31b-it,"The procambium is a specific type of plant tissue (a primary meristem), making it a subclass of the general category 'portion of plant tissue'."
LLMs4OL_PO_SUB,reproductive shoot system,fruit,part_of,google/gemma-4-31b-it,"A fruit is a specialized organ that is a component of the plant's reproductive shoot system, rather than a type of shoot system itself."
LLMs4OL_PO_SUB,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",central endosperm,part_of,google/gemma-4-31b-it,"The central endosperm is a specific tissue region within a seed, whereas a cardinal organ part refers to a structural component of a plant's primary axis or organ; the endosperm is a part of the seed (the organ), not a type of ""cardinal organ part."""
LLMs4OL_PO_SUB,lateral root cap,central root cap of lateral root,part_of,google/gemma-4-31b-it,The 'central root cap of lateral root' is a specific anatomical region or component located within the broader 'lateral root cap' structure.
LLMs4OL_PO_SUB,multi-tissue plant structure,shoot system,is_a,google/gemma-4-31b-it,"The shoot system is a complex anatomical entity composed of multiple tissues (stems, leaves, etc.), making it a specific type of multi-tissue plant structure."
LLMs4OL_PO_SUB,portion of plant tissue,shoot axis node,part_of,google/gemma-4-31b-it,"A shoot axis node is a specific anatomical region or component of the plant's tissue system, rather than a taxonomic subclass of ""portion of plant tissue."""
LLMs4OL_PO_SUB,shoot axis apex,terminal bud,is_a,google/gemma-4-31b-it,"A terminal bud is a specific type of shoot axis apex (the growing tip of the main stem), meaning every terminal bud is a kind of shoot axis apex."
LLMs4OL_PO_SUB,portion of plant tissue,shoot procambium,is_a,google/gemma-4-31b-it,"The 'shoot procambium' is a specific type of 'procambium', which in turn is a type of 'portion of plant tissue', making the relationship a proper taxonomic subsumption."
LLMs4OL_PO_SUB,portion of meristem tissue,plant callus,derives_from,google/gemma-4-31b-it,"A plant callus is an unorganized mass of parenchyma cells that often develops from meristematic activity or dedifferentiation, but it is not a type of meristem tissue itself."
LLMs4OL_PO_SUB,multi-tissue plant structure,axil,located_in,google/gemma-4-31b-it,"An axil is the angle or region between the upper side of a leaf (or stem) and the supporting stem, making it a specific location or region within the plant's structure rather than a type of multi-tissue structure itself."
LLMs4OL_PO_SUB,multi-tissue plant structure,central endosperm,part_of,google/gemma-4-31b-it,"The central endosperm is a specific region or portion of the endosperm tissue, whereas a multi-tissue plant structure (like an organ) consists of multiple different tissue types; the endosperm is a single tissue type, making it a component of larger structures rather than a type of multi-tissue stru"
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",storage parenchyma,is_a,google/gemma-4-31b-it,"Storage parenchyma is a specific type of plant tissue, and since all plant tissues are plant anatomical entities, the subsumption holds."
LLMs4OL_PO_SUB,root development stage,se05 five nodes or internodes visible stage,unrelated,google/gemma-4-31b-it,"The 'se05 five nodes or internodes visible stage' refers to stem elongation, which is a distinct developmental process from 'root development stage', making them separate stages of plant growth rather than one being a type of the other."
LLMs4OL_PO_SUB,multi-tissue plant structure,terminal strobilus bud,is_a,google/gemma-4-31b-it,"A terminal strobilus bud is a specific type of plant structure composed of multiple tissues, meaning every instance of the bud is necessarily an instance of a multi-tissue plant structure."
LLMs4OL_PO_SUB,portion of plant tissue,multi-tissue plant structure,has_part,google/gemma-4-31b-it,"A 'multi-tissue plant structure' (like an organ) is composed of various tissues, meaning it is a complex entity that contains 'portions of plant tissue' as its building blocks."
LLMs4OL_PO_SUB,portion of plant tissue,plant axis differentiation zone,part_of,google/gemma-4-31b-it,"A 'plant axis differentiation zone' is a specific region or area within plant tissues where cells differentiate, making it a component or portion of the plant tissue rather than a taxonomic subclass of the general concept of a tissue portion."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",plant egg cell,is_a,google/gemma-4-31b-it,"A plant egg cell is a specific type of plant cell, and since all plant cells are types of plant anatomical entities, the subsumption holds."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",terminal bud,is_a,google/gemma-4-31b-it,"A terminal bud is a specific type of plant anatomical entity, meaning every terminal bud is necessarily a plant anatomical entity."
LLMs4OL_PO_SUB,multi-tissue plant structure,branch internode differentiation zone,part_of,google/gemma-4-31b-it,A differentiation zone is a specific region or portion of a plant structure rather than a type of multi-tissue plant structure itself.
LLMs4OL_PO_SUB,portion of plant tissue,inflorescence axis node,part_of,google/gemma-4-31b-it,"An inflorescence axis node is a specific anatomical structure (a type of node), whereas a portion of plant tissue is a general material or regional category; the node is composed of or consists of plant tissue rather than being a subclass of it."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",strobilus bud,is_a,google/gemma-4-31b-it,"A strobilus bud is a specific type of plant anatomical entity, as it is a biological structure within a plant."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",inflorescence axis node,is_a,google/gemma-4-31b-it,"An 'inflorescence axis node' is a specific type of plant anatomical entity, as every instance of this specific node is necessarily an instance of the broader category of plant anatomical entities."
LLMs4OL_PO_SUB,lateral root cap,central root cap,part_of,google/gemma-4-31b-it,"The central root cap (columella) and the lateral root cap are distinct, adjacent regions of the root cap; the central root cap is a component part of the overall root cap structure rather than a subtype of the lateral root cap."
LLMs4OL_PO_SUB,parenchyma cell,root parenchyma,made_of,google/gemma-4-31b-it,"'Root parenchyma' refers to a tissue (a collection of cells) located in the root, whereas 'parenchyma cell' refers to the individual cellular unit that constitutes such tissue."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",basal root,is_a,google/gemma-4-31b-it,"A basal root is a specific type of plant anatomical entity, meaning every instance of a basal root is necessarily an instance of a plant anatomical entity."
LLMs4OL_PO_SUB,multi-tissue plant structure,lateral root cap of primary root,part_of,google/gemma-4-31b-it,"The 'lateral root cap of primary root' is a specific anatomical component (a part) of the primary root system, whereas a 'multi-tissue plant structure' refers to complex organs (like leaves or fruits); the root cap is a specialized tissue region rather than a type of multi-tissue organ."
LLMs4OL_PO_SUB,multi-tissue plant structure,lateral root cap of lateral root,part_of,google/gemma-4-31b-it,"The 'lateral root cap of lateral root' is a specific anatomical component (a tissue region) of a larger plant structure, rather than a type of 'multi-tissue plant structure' (which typically refers to organs like leaves or fruits)."
LLMs4OL_PO_SUB,leaf epidermis,bract adaxial epidermis,is_a,google/gemma-4-31b-it,"A bract is a modified leaf, and therefore the epidermis of a bract is a specific type of leaf epidermis."
LLMs4OL_PO_SUB,multi-tissue plant structure,lateral root cap,part_of,google/gemma-4-31b-it,"The 'lateral root cap' is a specific tissue region of the root, whereas a 'multi-tissue plant structure' (like an organ) is a higher-level assembly; the root cap is a component part of the root's overall structure rather than a type of multi-tissue structure itself."
LLMs4OL_PO_SUB,multi-tissue plant structure,flower,is_a,google/gemma-4-31b-it,"A flower is a specific type of plant organ composed of multiple tissues, meaning every flower is necessarily a multi-tissue plant structure."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",shoot axis apex,is_a,google/gemma-4-31b-it,"A shoot axis apex is a specific type of plant anatomical entity, as it is a biological structure within a plant."
LLMs4OL_PO_SUB,portion of plant tissue,shoot axis apex,part_of,google/gemma-4-31b-it,"The 'shoot axis apex' is a specific anatomical region or component of the plant's tissue system, rather than a taxonomic subclass of the general concept of plant tissue."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",terminal strobilus bud,is_a,google/gemma-4-31b-it,"A terminal strobilus bud is a specific type of plant anatomical entity, as it is a biological structure within a plant."
LLMs4OL_PO_SUB,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",central root cap of lateral root,part_of,google/gemma-4-31b-it,"The 'central root cap of lateral root' is a specific anatomical component (a part) of the root system's structure, whereas a 'cardinal organ part' refers to a primary structural unit or axis of an organ; the root cap is a part of the organ, not a type of cardinal organ part."
LLMs4OL_PO_SUB,multi-tissue plant structure,"ear floret (ear floret, spikelet floret)",is_a,google/gemma-4-31b-it,"An ear floret is a type of flower/spikelet floret, and since all flowers are complex plant organs composed of multiple tissue types, every ear floret is necessarily a multi-tissue plant structure."
LLMs4OL_PO_SUB,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",plant ovary wall middle layer,part_of,google/gemma-4-31b-it,"The 'plant ovary wall middle layer' is a specific anatomical region or component of a plant organ, whereas a 'cardinal organ part' refers to a functional or structural unit of a plant axis; the former is a physical part of the organ structure rather than a type of cardinal organ part."
LLMs4OL_PO_SUB,portion of plant tissue,axil,is_a,google/gemma-4-31b-it,"An axil is a specific anatomical region or location (the angle between the upper side of a leaf and the stem), making it a type of plant tissue portion."
LLMs4OL_PO_SUB,portion of plant tissue,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",part_of,google/gemma-4-31b-it,"A 'cardinal organ part' (such as a leaf blade or root tip) is a structural component of a plant organ, whereas a 'portion of plant tissue' refers to a segment of a specific tissue type (like epidermis or cambium); a cardinal organ part is composed of various tissues, but it is not a type of tissue p"
LLMs4OL_PO_SUB,portion of plant tissue,shoot internode differentiation zone,part_of,google/gemma-4-31b-it,"The 'shoot internode differentiation zone' is a specific anatomical region or area within plant tissue, making it a part of the tissue rather than a type of tissue itself."
LLMs4OL_PO_SUB,portion of plant tissue,upper glume,is_a,google/gemma-4-31b-it,"An upper glume is a specific anatomical structure (a type of bract) of a plant, making it a kind of plant tissue portion rather than a component of a general tissue mass."
LLMs4OL_PO_SUB,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",terminal reproductive bud,part_of,google/gemma-4-31b-it,"A terminal reproductive bud is a specific anatomical structure that functions as a component or region of the plant's cardinal organ system, rather than being a type of ""cardinal organ part"" itself."
LLMs4OL_PO_SUB,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",tuber pith,part_of,google/gemma-4-31b-it,"The 'tuber pith' is a specific tissue region (pith) located within a tuber, whereas a 'cardinal organ part' refers to a structural component of a plant's primary axis; the pith is a constituent part of the organ, not a type of cardinal organ part."
LLMs4OL_PO_SUB,multi-tissue plant structure,tuber pith,part_of,google/gemma-4-31b-it,"The 'tuber pith' is a specific tissue region (parenchyma) located within a tuber, whereas a 'multi-tissue plant structure' refers to complex organs (like leaves or fruits); therefore, the pith is a component part of such a structure rather than a type of it."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",ground tissue cell,is_a,google/gemma-4-31b-it,"A ground tissue cell is a specific type of plant anatomical entity, as any cell within the ground tissue of a plant is by definition an anatomical entity of that plant."
LLMs4OL_PO_SUB,multi-tissue plant structure,"subterranean tuber axillary shoot (subterranean tuber axillary shoot, tuber axillary shoot)",is_a,google/gemma-4-31b-it,"A subterranean tuber axillary shoot is a specific type of multi-tissue plant structure, as it is a complex anatomical entity composed of multiple tissue types."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",plant sperm cell,is_a,google/gemma-4-31b-it,"A plant sperm cell is a specific type of cell, and since cells are the fundamental building blocks and anatomical units of plants, every plant sperm cell is a kind of plant anatomical entity."
LLMs4OL_PO_SUB,multi-tissue plant structure,upper glume,is_a,google/gemma-4-31b-it,An upper glume is a specific type of modified leaf (phyllome) and thus constitutes a multi-tissue plant structure.
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",native plant cell,is_a,google/gemma-4-31b-it,"A native plant cell is a specific type of plant anatomical entity, as every instance of such a cell is by definition an anatomical entity of a plant."
LLMs4OL_PO_SUB,multi-tissue plant structure,floral organ abscission zone,part_of,google/gemma-4-31b-it,"An abscission zone is a specialized region or portion of tissue within a plant organ, not a type of multi-tissue plant structure itself."
LLMs4OL_PO_SUB,leaf,sporophyll,is_a,google/gemma-4-31b-it,"A sporophyll is a specialized leaf that bears sporangia, meaning every sporophyll is a type of leaf."
LLMs4OL_PO_SUB,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",shoot axis node,is_a,google/gemma-4-31b-it,"A shoot axis node is a specific type of cardinal organ part (a primary structural unit of the plant axis), meaning every shoot axis node is by definition a cardinal organ part."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",embryo sac egg cell,is_a,google/gemma-4-31b-it,"An embryo sac egg cell is a specific type of plant cell, and since all plant cells are plant anatomical entities, the relation is a proper subsumption."
LLMs4OL_PO_SUB,portion of ground tissue,storage parenchyma,is_a,google/gemma-4-31b-it,"Storage parenchyma is a specific type of parenchyma (which is a kind of ground tissue), meaning every instance of storage parenchyma is by definition a type of portion of ground tissue."
LLMs4OL_PO_SUB,multi-tissue plant structure,shoot axis node,is_a,google/gemma-4-31b-it,"A shoot axis node is a specific type of plant structure composed of multiple tissue types, making it a subclass of multi-tissue plant structures."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",leaf procambium,is_a,google/gemma-4-31b-it,"The 'leaf procambium' is a specific type of 'plant anatomical entity', as it is a specialized tissue structure within a plant."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)","fruit pedicel (fruit pedicel, infructescence fruit pedicel)",is_a,google/gemma-4-31b-it,"A fruit pedicel is a specific type of plant anatomical entity, as every instance of a fruit pedicel is necessarily an instance of a plant anatomical entity."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",chlorenchyma cell,is_a,google/gemma-4-31b-it,"A chlorenchyma cell is a specific type of plant cell, and since all plant cells are types of plant anatomical entities, the subsumption holds."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",pistillate flower,is_a,google/gemma-4-31b-it,"A pistillate flower is a specific type of plant anatomical entity, as every instance of a pistillate flower is necessarily an instance of a plant anatomical entity."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)","ear floret (ear floret, spikelet floret)",is_a,google/gemma-4-31b-it,"An ear floret is a specific type of plant anatomical entity, as every instance of an ear floret is necessarily an instance of a plant anatomical entity."
LLMs4OL_PO_SUB,"plant anatomical entity (plant anatomical entity, plant organ, plant structure)",root primordium,is_a,google/gemma-4-31b-it,"A root primordium is a specific type of plant anatomical entity, as it is a biological structure within a plant."
LLMs4OL_PO_SUB,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",inflorescence axis node,part_of,google/gemma-4-31b-it,"An 'inflorescence axis node' is a specific anatomical region (a node) that constitutes a part of the cardinal organ (the axis), rather than being a type of cardinal organ part in a taxonomic sense."
LLMs4OL_PO_SUB,portion of plant tissue,storage parenchyma,is_a,google/gemma-4-31b-it,"Storage parenchyma is a specific type of plant tissue (a kind of parenchyma specialized for storage), making it a subclass of a portion of plant tissue."
LLMs4OL_PO_SUB,"cardinal organ part (cardinal organ part, cardinal part of multi-tissue plant structure)",upper glume of tassel spikelet,part_of,google/gemma-4-31b-it,"The 'upper glume of tassel spikelet' is a specific anatomical component of a cardinal organ (the tassel/spikelet), not a type of 'cardinal organ part' in a taxonomic sense, as the latter refers to general structural categories or specific zones."
LLMs4OL_PO_SUB,parenchyma cell,storage parenchyma,is_a,google/gemma-4-31b-it,"Storage parenchyma is a specialized type of parenchyma cell dedicated to the storage of nutrients, meaning every instance of storage parenchyma is a type of parenchyma cell."
LLMs4OL_SchemaOrg_SUB,socialmediaposting,ampstory,is_a,google/gemma-4-31b-it,"An AMPstory (Accelerated Mobile Pages story) is a specific format of content designed for distribution as a social media post, meaning every AMPstory is a type of social media posting."
LLMs4OL_SchemaOrg_SUB,article,howtostep,part_of,google/gemma-4-31b-it,"A 'howtostep' (a single step in a how-to process) is a component part of a larger instructional article, not a type of article itself."
LLMs4OL_SchemaOrg_SUB,creativework,clip,is_a,google/gemma-4-31b-it,"A clip is a short excerpt or a specific type of audiovisual work, making it a specialized kind of creative work."
LLMs4OL_SchemaOrg_SUB,creativework,periodical,is_a,google/gemma-4-31b-it,A periodical (such as a magazine or journal) is a specific type of creative work.
LLMs4OL_SchemaOrg_SUB,creativework,review,is_a,google/gemma-4-31b-it,"A review is a specific type of creative work, as it is a written or spoken composition created by an author."
LLMs4OL_SchemaOrg_SUB,creativework,movieclip,is_a,google/gemma-4-31b-it,"A movieclip is a specific type of creative work, meaning every instance of a movieclip is necessarily an instance of a creative work."
LLMs4OL_SchemaOrg_SUB,creativework,game,is_a,google/gemma-4-31b-it,"A game is a specific type of creative work, meaning every instance of a game is also an instance of a creative work."
LLMs4OL_SchemaOrg_SUB,creativework,imageobject,is_a,google/gemma-4-31b-it,"An image object is a specific type of creative work, meaning every instance of an image object is necessarily an instance of a creative work."
LLMs4OL_SchemaOrg_SUB,creativework,imageobjectsnapshot,is_a,google/gemma-4-31b-it,"An image object snapshot is a specific type of image object, and since image objects are a subclass of creative works, every instance of an image object snapshot is also a creative work."
LLMs4OL_SchemaOrg_SUB,creativework,comicseries,is_a,google/gemma-4-31b-it,"A comic series is a specific type of creative work, meaning every instance of a comic series is necessarily an instance of a creative work."
LLMs4OL_SchemaOrg_SUB,creativework,series,is_a,google/gemma-4-31b-it,"A series (such as a book or movie series) is a specific type of creative work, meaning every instance of a series is also an instance of a creative work."
LLMs4OL_SchemaOrg_SUB,enumeration,sizesystemenumeration,is_a,google/gemma-4-31b-it,"A 'sizesystemenumeration' is a specific type of 'enumeration' used to define a set of size systems, fitting the definition of a proper subsumption."
LLMs4OL_SchemaOrg_SUB,enumeration,medicalcode,is_a,google/gemma-4-31b-it,"A medical code is a specific type of enumeration (a predefined list of values), meaning every instance of a medical code is also an instance of an enumeration."
LLMs4OL_SchemaOrg_SUB,service,paymentservice,is_a,google/gemma-4-31b-it,"A payment service is a specific type of service, meaning every instance of a payment service is necessarily an instance of a service."
LLMs4OL_SchemaOrg_SUB,service,medicalprocedure,is_a,google/gemma-4-31b-it,"A medical procedure is a specific type of service provided to a patient, meaning every instance of a medical procedure is also an instance of a service."
LLMs4OL_SchemaOrg_SUB,service,entertainmentbusiness,other_related,google/gemma-4-31b-it,"An entertainment business is an organization that provides services, but it is not itself a type of service (which is an intangible offering)."
LLMs4OL_SchemaOrg_SUB,service,legalservice,is_a,google/gemma-4-31b-it,"A legal service is a specific type of service, meaning every instance of a legal service is necessarily an instance of a service."
LLMs4OL_SchemaOrg_SUB,service,emergencyservice,is_a,google/gemma-4-31b-it,"An emergency service is a specific type of service, meaning every instance of an emergency service is also an instance of a service."
LLMs4OL_SchemaOrg_SUB,action,therapeuticprocedure,is_a,google/gemma-4-31b-it,"A therapeutic procedure is a specific type of action performed to treat a patient, meaning every instance of a therapeutic procedure is necessarily an instance of an action."
LLMs4OL_SchemaOrg_SUB,action,conversation,is_a,google/gemma-4-31b-it,"A conversation is a specific type of social action or communicative act, meaning every instance of a conversation is also an instance of an action."
LLMs4OL_SchemaOrg_SUB,creativeworkseries,periodical,is_a,google/gemma-4-31b-it,"A periodical (such as a magazine or journal) is a specific type of creative work series, as it consists of a sequence of publications issued at regular intervals."
LLMs4OL_SchemaOrg_SUB,creativeworkseries,comicseries,is_a,google/gemma-4-31b-it,"Every comic series is, by definition, a series of creative works, making it a specific subtype of a creative work series."
LLMs4OL_SchemaOrg_SUB,techarticle,howtostep,part_of,google/gemma-4-31b-it,"A 'howtostep' (a single step in a how-to guide) is a constituent component of a 'techarticle' (the overall technical document), not a type of technical article itself."
LLMs4OL_SchemaOrg_SUB,series,periodical,is_a,google/gemma-4-31b-it,"A periodical (such as a magazine or journal) is a specific type of series, as it consists of a sequence of publications issued at regular intervals."
LLMs4OL_SchemaOrg_SUB,series,comicseries,is_a,google/gemma-4-31b-it,"Every comic series is a specific type of series, fitting the definition of proper subsumption."
LLMs4OL_SchemaOrg_SUB,therapeuticprocedure,surgicalprocedure,is_a,google/gemma-4-31b-it,"Every surgical procedure is, by definition, a type of therapeutic procedure intended to treat a condition."
LLMs4OL_SchemaOrg_SUB,medicalentity,"medicalorganization (medicalorganization, researchorganization)",is_a,google/gemma-4-31b-it,"A medical organization is a specific type of entity within the medical domain, fitting the definition of a proper subsumption."
LLMs4OL_SchemaOrg_SUB,intangible,surgicalprocedure,is_a,google/gemma-4-31b-it,"A surgical procedure is a type of activity or process that lacks physical substance, making it a kind of intangible entity."
LLMs4OL_SchemaOrg_SUB,intangible,therapeuticprocedure,is_a,google/gemma-4-31b-it,"A therapeutic procedure is a type of action or process, which is conceptually intangible, meaning every instance of a therapeutic procedure is an instance of an intangible entity."
LLMs4OL_SchemaOrg_SUB,intangible,governmentbenefitstype,attribute_of,google/gemma-4-31b-it,"A 'governmentbenefitstype' is a category or classification (an enumeration) used to describe a benefit, and while it is conceptually non-physical, it is not a ""kind of"" intangible entity in a taxonomic sense, but rather a metadata attribute used to describe one."
LLMs4OL_SchemaOrg_SUB,intangible,medicalintangible,is_a,google/gemma-4-31b-it,"A medical intangible is a specific type of intangible entity, meaning every instance of a medical intangible is necessarily an instance of an intangible."
LLMs4OL_SchemaOrg_SUB,intangible,medicalcode,is_a,google/gemma-4-31b-it,"A medical code is a specific type of intangible entity (a conceptual identifier), meaning every instance of a medical code is necessarily an instance of an intangible."
LLMs4OL_SchemaOrg_SUB,intangible,sheetmusic,is_a,google/gemma-4-31b-it,"Sheet music is a specific type of creative work that represents an intangible composition, and since all sheet music is a form of intangible intellectual property, the subsumption holds."
LLMs4OL_SchemaOrg_SUB,intangible,game,is_a,google/gemma-4-31b-it,"A game is a type of intangible asset or conceptual entity, meaning every instance of a game is also an instance of something intangible."
LLMs4OL_SchemaOrg_SUB,intangible,legalservice,is_a,google/gemma-4-31b-it,"A legal service is a type of intangible offering or service, meaning every instance of a legal service is inherently an intangible entity."
LLMs4OL_SchemaOrg_SUB,intangible,medicaltherapy,is_a,google/gemma-4-31b-it,"A medical therapy is a conceptual process or service that lacks physical substance, making it a type of intangible entity."
LLMs4OL_SchemaOrg_SUB,intangible,imageobjectsnapshot,is_a,google/gemma-4-31b-it,"An image object snapshot is a digital representation or a specific state of an image object, making it an intangible entity."
LLMs4OL_SchemaOrg_SUB,localbusiness,pharmacy,is_a,google/gemma-4-31b-it,Every pharmacy that operates as a physical storefront is a type of local business.
LLMs4OL_SchemaOrg_SUB,localbusiness,taxiservice,is_a,google/gemma-4-31b-it,"A taxi service is a specific type of local business, as any entity providing taxi services locally fits the definition of a local business."
LLMs4OL_SchemaOrg_SUB,localbusiness,busorcoach,other_related,google/gemma-4-31b-it,"A bus or coach is a vehicle (a physical object), whereas a local business is a commercial entity; a bus company is a business, but the vehicle itself is not."
LLMs4OL_SchemaOrg_SUB,localbusiness,zoo,is_a,google/gemma-4-31b-it,"A zoo is a specific type of local business that provides services and exhibits for a fee, fitting the definition of a business operating within a local community."
LLMs4OL_SchemaOrg_SUB,localbusiness,"medicalorganization (medicalorganization, researchorganization)",other_related,google/gemma-4-31b-it,"While many medical organizations are local businesses (like a private clinic), not all medical organizations (such as a national health ministry or a global research institute) are local businesses."
LLMs4OL_SchemaOrg_SUB,organization,taxiservice,is_a,google/gemma-4-31b-it,"A taxi service is a type of business or organization that provides transportation, meaning every taxi service is an instance of an organization."
LLMs4OL_SchemaOrg_SUB,organization,radiobroadcastservice,other_related,google/gemma-4-31b-it,"A radio broadcast service is a function or offering provided by an organization, not a type of organization itself."
LLMs4OL_SchemaOrg_SUB,organization,busorcoach,unrelated,google/gemma-4-31b-it,"A bus or coach is a vehicle (a physical object), whereas an organization is a social entity; while a bus company is an organization, the vehicle itself is not."
